Rank,Mountain,MountainLink,Height,Drop,lat,lon,rangeac,Range,Region,Country,Firstascent,MountainImgSrc
96,Doldenhorn,/wiki/Doldenhorn,3638,654,46.46888888888889,7.7347222222222225,Bernese Alps,I/B-12.II-D,Bern,CH,1862,Error
97,Albaron,/wiki/Albaron,3637,327,45.3325,7.102777777777778,Graian Alps - SE,I/B-07.I-B,Savoy,FR,1866,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Albaron_depuis_Iseran.JPG/280px-Albaron_depuis_Iseran.JPG
98,Dammastock,/wiki/Dammastock,3630,1466,46.64333333333333,8.421111111111111,Urner Alps,I/B-12.I-A,Uri/Valais,CH,1864,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Dammastock.jpg/285px-Dammastock.jpg
99,Hintere Schwärze,/wiki/Hintere_Schw%C3%A4rze,3628,835,46.77333333333333,10.914722222222222,Ötztal Alps,II/A-16.I-A,N-Tyrol/S-Tyrol,AT/IT,1867,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Hintere_Schwaerze.jpg/280px-Hintere_Schwaerze.jpg
100,Levanna Centrale,/wiki/Levanna,3619,525,45.41027777777778,7.171944444444445,Graian Alps - SE,I/B-07.I-C,Savoy/Turin,FR/IT,1875,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Levanna0001.jpg/280px-Levanna0001.jpg
101,Tödi (Piz Russein),/wiki/T%C3%B6di,3614,1570,46.81111111111111,8.914722222222222,Glarus Alps,I/B-13.II-A,Glarus/Graub.,CH,1824,Error
102,Pointe de Ronce,/wiki/Pointe_de_Ronce,3612,500,45.26444444444444,6.978611111111111,Graian Alps - SE,I/B-07.I-A,Savoy,FR,1784,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Pointe_de_Ronce.jpg/280px-Pointe_de_Ronce.jpg
103,Les Diablons,/wiki/Les_Diablons,3609,379,46.1425,7.671111111111111,Weisshorn-Matterhorn,I/B-09.II-D,Valais,CH,1863,Error
104,Grande Rousse/Bec de l'Invergnan,/wiki/Grande_Rousse,3607,525,45.56333333333333,7.084444444444444,Graian Alps - Central,I/B-07.III-A,Aosta Valley,IT,1874,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/02477_Monti_la_Gran_Rousse_Rhemes_Notre_Dame_%2827-02-2004%29.jpg/280px-02477_Monti_la_Gran_Rousse_Rhemes_Notre_Dame_%2827-02-2004%29.jpg
105,Tsanteleina,/wiki/Tsanteleina,3602,490,45.47944444444445,7.046111111111111,Graian Alps - Central,I/B-07.III-A,Savoy/Aosta,FR/IT,1865,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Tsanteleina_02.jpg/280px-Tsanteleina_02.jpg
106,Aiguille du Plat de la Selle,/wiki/Aiguille_du_Plat_de_la_Selle,3596,423,44.964444444444446,6.223333333333334,Massif des Écrins,I/A-05.III-B,Isère,FR,1876,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Aiguille_du_Plat_de_la_Selle.jpg/280px-Aiguille_du_Plat_de_la_Selle.jpg
107,Piz Glüschaint,/wiki/Piz_Gl%C3%BCschaint,3594,341,46.362500000000004,9.84,Bernina Range,II/A-15.III-A,Graub./Sondrio,CH/IT,1863,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Roseggletscher2.jpg/280px-Roseggletscher2.jpg
108, Bessanèse /Uia di Bessanese,/wiki/Bessan%C3%A8se,3592,386,45.30222222222222,7.1194444444444445,Graian Alps - SE,I/B-07.I-B,Savoy/Turin,FR/IT,1857,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Uia_di_Bessanese.JPG/280px-Uia_di_Bessanese.JPG
109,Les Rouies,/wiki/Les_Rouies,3589,506,44.864444444444445,6.258611111111111,Massif des Écrins,I/A-05.III-D,Isère,FR,1873,https:undefined
110,Grand Roc Noir,/wiki/Grand_Roc_Noir,3582,818,45.33027777777778,6.8919444444444435,Vanoise massif,I/B-07.II-A,Savoy,FR,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Grand_Roc_Noir.JPG/280px-Grand_Roc_Noir.JPG
111,Mont Brulé,/wiki/Mont_Brul%C3%A9,3578,365,45.955000000000005,7.538333333333333,Weisshorn-Matterhorn,I/B-09.II-A,Valais/Aosta,CH/IT,1876,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/MontBrule.jpg/280px-MontBrule.jpg
112,Croix Rousse/Croce Rossa,/wiki/Croce_Rossa,3571,499,45.260555555555555,7.134722222222223,Graian Alps - SE,I/B-07.I-B,Savoy/Turin,FR/IT,1857,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Croce_Rossa_001.JPG/280px-Croce_Rossa_001.JPG
113,Olan,/wiki/Olan_(mountain),3564,552,44.85944444444445,6.197222222222223,Massif des Écrins,I/A-05.III-D,Isère/H-Alpes,FR,1875,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Olan-North-West-Face-Valgaudemar-France.jpg/280px-Olan-North-West-Face-Valgaudemar-France.jpg
114,Großes Wiesbachhorn,/wiki/Gro%C3%9Fes_Wiesbachhorn,3564,481,47.156388888888884,12.755277777777778,Glockner Group,II/A-17.II-C,Salzburg,AT,1795,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Grosses_Wiesbachhorn.jpg/280px-Grosses_Wiesbachhorn.jpg
115,Plaret (fr),noPage,3563,362,44.968611111111116,6.26,Massif des Écrins,I/A-05.III-B,Isère,FR,1877,noImg
116,Cime de Clot Châtel,noPage,3563,320,44.8975,6.280277777777778,Massif des Écrins,I/A-05.III-D,Isère,FR,1877,noImg
117,Aiguille de Péclet,/wiki/Aiguille_de_P%C3%A9clet,3562,766,45.28138888888889,6.624444444444445,Vanoise massif,I/B-07.II-E,Savoy,FR,1878,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Aiguille_de_P%C3%A9clet.jpg/280px-Aiguille_de_P%C3%A9clet.jpg
118,Tschingelhorn,/wiki/Tschingelhorn,3562,388,46.478611111111114,7.8486111111111105,Bernese Alps,I/B-12.II-D,Bern/Valais,CH,1865,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Tschingelhorn.jpg/280px-Tschingelhorn.jpg
119,Monte Emilius,/wiki/Monte_Emilius,3559,733,45.678888888888885,7.384722222222223,Gran Paradiso Alps,I/B-07.IV-C,Aosta Valley,IT,1826,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Monte_Emilius_salendo_al_Gran_San_Bernardo.JPG/280px-Monte_Emilius_salendo_al_Gran_San_Bernardo.JPG
120,Tête de l'Étret,/wiki/T%C3%AAte_de_l%27%C3%89tret,3559,310,44.89,6.245277777777778,Massif des Écrins,I/A-05.III-D,Isère,FR,1876,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/France_relief_location_map.jpg/248px-France_relief_location_map.jpg
121,Presanella,/wiki/Presanella,3558,1676,46.22,10.66388888888889,Adamello-Presanella,II/C-28.III-B,Trentino,IT,1864,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Cima_Presanella_2.jpg/280px-Cima_Presanella_2.jpg
122,Aouille Tseuque,/wiki/Aouille_Tseuque,3554,345,45.930277777777775,7.4430555555555555,Grand Combin Alps,I/B-09.I-C,Valais/Aosta,CH/IT,,Error
123,Monte Leone,/wiki/Monte_Leone,3553,1144,46.24944444444444,8.11,Leone-Gotthard Alps,I/B-10.I-A,Valais/V-C-O,CH/IT,1859,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/MonteLeone0001.jpg/285px-MonteLeone0001.jpg
124,Großer Ramolkogel,/wiki/Ramolkogel,3550,380,46.84666666666667,10.958888888888888,Ötztal Alps,II/A-16.I-A,North Tyrol,AT,1862,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Breslauer_H%C3%BCtte_1.jpg/280px-Breslauer_H%C3%BCtte_1.jpg
125,Vertainspitze,/wiki/Vertainspitze,3545,422,46.53722222222222,10.635555555555555,Ortler Alps,II/C-28.I-A,South Tyrol,IT,1865,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Vertainspitze_sw.JPG/280px-Vertainspitze_sw.JPG
126,Schalfkogel,/wiki/Schalfkogel,3540,351,46.80166666666666,10.959166666666667,Ötztal Alps,II/A-16.I-A,North Tyrol,AT,1830,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/SchalfkogelFromN.jpg/280px-SchalfkogelFromN.jpg
127,Adamello,/wiki/Adamello,3539,664,46.155833333333334,10.49611111111111,Adamello-Presanella,II/C-28.III-A,Brescia,IT,1864,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Massiccio_Adamello.jpg/280px-Massiccio_Adamello.jpg
128,Rocciamelone,/wiki/Rocciamelone,3538,310,45.20388888888889,7.076944444444444,Graian Alps - SE,I/B-07.I-A,Turin,IT,1358,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Rocciamelone.jpg/280px-Rocciamelone.jpg
129,Watzespitze,/wiki/Watzespitze,3533,489,46.989444444444445,10.795555555555556,Ötztal Alps,II/A-16.I-C,North Tyrol,AT,1869,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/WatzespitzeFromE.jpg/280px-WatzespitzeFromE.jpg
130,Mont Gelé,/wiki/Mont_Gel%C3%A9_(3518_m),3518,619,45.90416666666667,7.366111111111111,Grand Combin Alps,I/B-09.I-C,Valais/Aosta,CH/IT,1861,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Mont_Gel%C3%A8.JPG/280px-Mont_Gel%C3%A8.JPG
131,Weißseespitze,/wiki/Wei%C3%9Fseespitze,3518,345,46.84666666666667,10.717222222222222,Ötztal Alps,II/A-16.I-A,N-Tyrol/S-Tyrol,AT/IT,1870,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Weisssespitze01.jpg/280px-Weisssespitze01.jpg
132,Aiguille Méridionale d'Arves,/wiki/Aiguilles_d%27Arves,3514,1433,45.12722222222222,6.336944444444444,Dauphiné Alps,I/A-05.I-A,H-Alpes/Savoy,FR,1878,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/AiguillesArves001.jpg/280px-AiguillesArves001.jpg
133,Fineilspitze,/wiki/Fineilspitze,3514,504,46.780277777777776,10.831944444444444,Ötztal Alps,II/A-16.I-A,N-Tyrol/S-Tyrol,AT/IT,1865,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Fineilspitze_2009.jpg/280px-Fineilspitze_2009.jpg
134,Punta Tersiva,/wiki/Punta_Tersiva,3512,596,45.620555555555555,7.476111111111111,Gran Paradiso Alps,I/B-07.IV-C,Aosta Valley,IT,1842,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Tersiva3.jpg/280px-Tersiva3.jpg
135,Hochfeiler,/wiki/Hochfeiler,3509,981,46.97222222222222,11.727777777777778,Zillertal Alps,II/A-17.I-B,N-Tyrol/S-Tyrol,AT/IT,1865,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Hochferner_Hochfeiler_Wei%C3%9Fzint_070707.jpg/280px-Hochferner_Hochfeiler_Wei%C3%9Fzint_070707.jpg
136,Zuckerhütl,/wiki/Zuckerh%C3%BCtl,3507,1033,46.964444444444446,11.15388888888889,Stubai Alps,II/A-16.II-A,North Tyrol,AT,1863,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Zuckerhuetl_seen_from_Wilder_Pfaff%2C_Stubai_Alps%2C_Austria.jpg/280px-Zuckerhuetl_seen_from_Wilder_Pfaff%2C_Stubai_Alps%2C_Austria.jpg
137,Aiguille de Scolette/Pierre Menue,/wiki/Aiguille_de_Scolette,3506,1069,45.16,6.768611111111111,Northern Cottian Alps,I/A-04.III-B,Savoy/Turin,FR/IT,1875,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Pierre_Menue.JPG/280px-Pierre_Menue.JPG
138,Becca di Luseney / Pic de Luseney,/wiki/Becca_di_Luseney,3504,646,45.870555555555555,7.4911111111111115,Weisshorn-Matterhorn,I/B-09.II-B,Aosta Valley,IT,1866,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Becca_di_Luseney.JPG/280px-Becca_di_Luseney.JPG
139,Sustenhorn,/wiki/Sustenhorn,3503,414,46.69888888888889,8.455277777777777,Urner Alps,I/B-12.I-A,Bern/Uri,CH,1841,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Sustenhorn_E-Grat.jpg/280px-Sustenhorn_E-Grat.jpg
140,Dreiherrnspitze,/wiki/Dreiherrnspitze,3499,581,47.06916666666667,12.240833333333333,Venediger Group,II/A-17.II-A,E-Tyr/Salz/S-Tyr,AT/IT,1866,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Rotenmann02.jpg/280px-Rotenmann02.jpg
141,Schrankogel,/wiki/Schrankogel,3497,545,47.04388888888889,11.099166666666667,Stubai Alps,II/A-16.II-B,North Tyrol,AT,1840,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Schrankogel_und_Schrandele.JPG/282px-Schrankogel_und_Schrandele.JPG
142,Rötspitze,/wiki/R%C3%B6tspitze,3496,653,47.026944444444446,12.205277777777777,Venediger Group,II/A-17.II-A,E-Tyrol/S-Tyrol,AT/IT,1854,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/R%C3%B6tspitze.jpg/280px-R%C3%B6tspitze.jpg
143,Grande Traversière (it),noPage,3496,342,45.52305555555555,7.055833333333333,Graian Alps - Central,I/B-07.III-A,Aosta Valley,IT,1885,noImg
144,M. Morion Sud/M. Rion Méridional,noPage,3489,345,45.878055555555555,7.365277777777777,Grand Combin Alps,I/B-09.I-C,Aosta Valley,IT,,noImg
145,Grand Nomenon (it),noPage,3488,389,45.61194444444445,7.236111111111112,Gran Paradiso Alps,I/B-07.IV-A,Aosta Valley,IT,1877,noImg
146,Sonnighorn/ Pizzo Bottarello,/wiki/Sonnighorn,3487,340,46.07416666666667,8.022222222222224,Weissmies Alps,I/B-09.V-B,Valais/V-C-O,CH/IT,1879,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Sonnighorn.jpg/280px-Sonnighorn.jpg
147,Testa del Rutor,/wiki/Testa_del_Rutor,3486,850,45.630833333333335,7.014444444444444,Graian Alps - Central,I/B-07.III-B,Aosta Valley,IT,1858,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Testa_del_Rutor_from_N.jpg/280px-Testa_del_Rutor_from_N.jpg
148,Grande Aiguille Rousse,/wiki/Grande_Aiguille_Rousse,3482,390,45.433055555555555,7.109722222222222,Graian Alps - SE,I/B-07.I-C,Savoy,FR,1878,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/GrandAiguilleRousse0001.jpg/280px-GrandAiguilleRousse0001.jpg
149,Pic de Bonvoisin (it),noPage,3481,397,44.82361111111111,6.3469444444444445,Massif des Écrins,I/A-05.III-C,Hautes-Alpes,FR,1879,noImg
150,Großer Möseler,/wiki/Gro%C3%9Fer_M%C3%B6seler,3480,455,46.9925,11.781944444444445,Zillertal Alps,II/A-17.I-B,N-Tyrol/S-Tyrol,AT/IT,1865,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Grosser_Moeseler_2010.jpg/282px-Grosser_Moeseler_2010.jpg
151,Hochwilde,/wiki/Hochwilde,3480,353,46.76555555555556,11.022222222222224,Ötztal Alps,II/A-16.I-A,N-Tyrol/S-Tyrol,AT/IT,1852,Error
152,Olperer,/wiki/Olperer,3476,1231,47.05305555555555,11.658888888888889,Zillertal Alps,II/A-17.I-A,North Tyrol,AT,1867,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Olperer_und_Schrammacher.jpg/280px-Olperer_und_Schrammacher.jpg
153,Ruderhofspitze,/wiki/Ruderhofspitze,3474,370,47.03944444444444,11.143333333333333,Stubai Alps,II/A-16.II-B,North Tyrol,AT,1864,Error
154,Hinterer Seelenkogel,/wiki/Hinterer_Seelenkogel,3472,441,46.80166666666666,11.044444444444444,Ötztal Alps,II/A-16.I-B,N-Tyrol/S-Tyrol,AT/IT,1871,Error
155,Grande Rousse S (Pic Bayle),/wiki/Pic_Bayle,3465,1175,45.13777777777778,6.135833333333334,Dauphiné Alps,I/A-05.I-B,Isère,FR,1874,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Pic_Bayle%2C_Quirlies.jpg/280px-Pic_Bayle%2C_Quirlies.jpg
156,Roche de la Muzelle,/wiki/Roche_de_la_Muzelle,3465,529,44.93111111111111,6.1066666666666665,Massif des Écrins,I/A-05.III-E,Isère,FR,1875,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Roche_de_la_Muzelle.jpg/280px-Roche_de_la_Muzelle.jpg
157,Carè Alto,/wiki/Car%C3%A8_Alto,3463,481,46.10805555555556,10.596111111111112,Adamello-Presanella,II/C-28.III-A,Trentino,IT,1865,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Cima_car%C3%A8_alto.jpg/280px-Cima_car%C3%A8_alto.jpg
158,Bliggspitze,/wiki/Bliggspitze,3453,390,46.918055555555554,10.786111111111111,Ötztal Alps,II/A-16.I-C,North Tyrol,AT,1874,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Bliggspitze.jpg/280px-Bliggspitze.jpg
158,Vordere Ölgrubenspitze,/wiki/Vordere_%C3%96lgrubenspitze,3456,390,46.90833333333333,10.773333333333333,Ötztal Alps,II/A-16.I-C,North Tyrol,AT,1876,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Vordere_Oelgrubenspitze.jpg/280px-Vordere_Oelgrubenspitze.jpg
160,Piz Corvatsch,/wiki/Piz_Corvatsch,3451,383,46.40833333333333,9.816111111111113,Bernina Range,II/A-15.III-A,Graubünden,CH,1850,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Piz_Corvatsch_from_Lake_Sils.jpg/285px-Piz_Corvatsch_from_Lake_Sils.jpg
161,Rinderhorn,/wiki/Rinderhorn,3448,412,46.41361111111111,7.654166666666667,Bernese Alps,I/B-12.II-D,Valais,CH,1854,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Picswiss_BE54-01.jpg/280px-Picswiss_BE54-01.jpg
162,Wasenhorn,/wiki/Wasenhorn_(Bernese_Alps),3447,303,46.49805555555556,8.165833333333333,Bernese Alps,I/B-12.II-E,Valais,CH,1885,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Fieschergletscher.jpg/280px-Fieschergletscher.jpg
163,Hintere Eggenspitze / Cima Sternai,/wiki/Hintere_Eggenspitze,3443,478,46.47777777777778,10.770555555555557,Ortler Alps,II/C-28.I-A,S-Tyrol/Trentino,IT,1868,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Eggenspitzen_von_der_Ultner_Hochwart.png/280px-Eggenspitzen_von_der_Ultner_Hochwart.png
164,Roc du Mulinet/Cima Martellot (it),noPage,3442,342,45.380833333333335,7.162777777777778,Graian Alps - SE,I/B-07.I-B,Savoy/Turin,FR/IT,1878,noImg
165,Sirac (fr),noPage,3441,357,44.78972222222222,6.3069444444444445,Massif des Écrins,I/A-05.III-C,Hautes-Alpes,FR,1877,noImg
166,Piz Tremoggia,/wiki/Piz_Tremoggia,3441,349,46.35194444444445,9.821944444444444,Bernina Range,II/A-15.III-A,Graub./Sondrio,CH/IT,1859,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Sils_-_Val_Fex_im_Winter-_Il_Chap%C3%BCtschin_%28M%C3%B6nch%29_li%2C_La_Mongia_%28Nonne%29_re..jpg/280px-Sils_-_Val_Fex_im_Winter-_Il_Chap%C3%BCtschin_%28M%C3%B6nch%29_li%2C_La_Mongia_%28Nonne%29_re..jpg
167,Dosson di Genova,noPage,3441,313,46.14861111111111,10.553611111111111,Adamello-Presanella,II/C-28.III-A,Brescia/Trentino,IT,1882,noImg
168,Cima de' Piazzi,/wiki/Cima_de%27_Piazzi,3439,1202,46.416666666666664,10.285,Livigno Alps,II/A-15.IV-B,Sondrio,IT,1867,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Cima_piazzi_012.jpg/250px-Cima_piazzi_012.jpg
169,Lagaunspitze,/wiki/Lagaunspitze,3439,422,46.73916666666667,10.739166666666666,Ötztal Alps,II/A-16.I-A,South Tyrol,IT,1876,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Saldurkamm_%C3%96tztal_Alps_2008_07_01.jpg/280px-Saldurkamm_%C3%96tztal_Alps_2008_07_01.jpg
170,Zufrittspitze,/wiki/Zufrittspitze,3439,309,46.50194444444445,10.782222222222224,Ortler Alps,II/C-28.I-A,South Tyrol,IT,1868,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Zufrittspitze%2C_2007.jpg/280px-Zufrittspitze%2C_2007.jpg
171,Taou Blanc (it),noPage,3438,415,45.52222222222222,7.148055555555556,Graian Alps - Central,I/B-07.III-A,Aosta Valley,IT,1880,noImg
172,Hochgall,/wiki/Hochgall,3436,1148,46.91083333333333,12.139722222222222,Rieserferner Group,II/A-17.III-A,South Tyrol,IT,1854,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Hochgall_fromW.jpg/280px-Hochgall_fromW.jpg
173,Gspaltenhorn,/wiki/Gspaltenhorn,3436,599,46.51166666666666,7.8275,Bernese Alps,I/B-12.II-D,Bern,CH,1869,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Gspaltenhorn2.JPG/280px-Gspaltenhorn2.JPG
174,Stellihorn,/wiki/Stellihorn,3436,598,46.03638888888889,8.000833333333333,Weissmies Alps,I/B-09.V-B,Valais,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Wallis_Stellihorn_mg-k.jpg/280px-Wallis_Stellihorn_mg-k.jpg
175,Pointe de la Sana,/wiki/Pointe_de_la_Sana,3436,525,45.385,6.918055555555556,Vanoise massif,I/B-07.II-A,Savoy,FR,1877,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Tignes_Pointe_de_la_Sana_2005.jpg/280px-Tignes_Pointe_de_la_Sana_2005.jpg
176,Punta Bianca di Bioula (it),noPage,3427,463,45.586666666666666,7.166666666666667,Graian Alps - Central,I/B-07.III-A,Aosta Valley,IT,,noImg
177,Verpeilspitze,/wiki/Verpeilspitze,3425,415,47.00333333333333,10.805000000000001,Ötztal Alps,II/A-16.I-C,North Tyrol,AT,1886,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/VerpeilspitzeFromE.jpg/280px-VerpeilspitzeFromE.jpg
178,Pointe de l'Échelle,/wiki/Pointe_de_l%27%C3%89chelle,3422,537,45.26916666666666,6.685277777777778,Vanoise massif,I/B-07.II-D,Savoy,FR,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Refuge_de_la_Fournache.jpeg/280px-Refuge_de_la_Fournache.jpeg
179,Goléon (fr),noPage,3422,330,45.103611111111114,6.326388888888888,Dauphiné Alps,I/A-05.I-A,Hautes-Alpes,FR,,noImg
180,Aiguille de l'Épéna,/wiki/Pointes_et_aiguille_de_l%27%C3%89p%C3%A9na,3421,330,45.414722222222224,6.817222222222222,Vanoise massif,I/B-07.II-B,Savoy,FR,1900,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Epena.JPG/280px-Epena.JPG
181,Bifertenstock / Piz Durschin,/wiki/Bifertenstock,3419,383,46.80444444444444,8.9575,Glarus Alps,I/B-13.II-A,Glarus/Graub.,CH,1863,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Bifertenstock3.jpg/285px-Bifertenstock3.jpg
182,Piz Kesch / Piz d' Es-Cha,/wiki/Piz_Kesch,3418,1503,46.62138888888889,9.872777777777777,Albula Alps,II/A-15.II-B,Graubünden,CH,1846,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Piz_Kesch.jpg/285px-Piz_Kesch.jpg
183,Sommet de Bellecôte,/wiki/Bellec%C3%B4te,3417,808,45.4925,6.7825,Vanoise massif,I/B-07.II-B,Savoy,FR,1866,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Bellecote_face_nord.jpg/280px-Bellecote_face_nord.jpg
184,Fleckistock / Rot Stock,/wiki/Fleckistock,3416,760,46.7075,8.497499999999999,Urner Alps,I/B-12.I-A,Uri,CH,1864,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Sustenhorn.b.Oct.2010.JPG/280px-Sustenhorn.b.Oct.2010.JPG
185,Pointe du Bouchet,/wiki/Pointe_du_Bouchet,3416,321,45.25416666666667,6.604166666666666,Vanoise massif,I/B-07.II-E,Savoy,FR,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Pointe_du_Bouchet_%28hiver_2016%29.JPG/280px-Pointe_du_Bouchet_%28hiver_2016%29.JPG
186,Aiguille de Chambeyron,/wiki/Aiguille_de_Chambeyron,3412,771,44.547777777777775,6.8566666666666665,Southern Cottian Alps,I/A-04.I-A,A-d-H-Provence,FR,1879,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Chambeyron-lac_du_marinet.jpg/280px-Chambeyron-lac_du_marinet.jpg
187,Piz Linard,/wiki/Piz_Linard,3411,1028,46.79888888888889,10.071666666666667,Silvretta,II/A-15.VI-A,Graubünden,CH,1835,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/PizLinard02.PNG/285px-PizLinard02.PNG
188,Schrammacher,/wiki/Schrammacher,3410,451,47.026944444444446,11.643055555555556,Zillertal Alps,II/A-17.I-A,North Tyrol,AT,1847,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Schrammacher_north_face.jpg/280px-Schrammacher_north_face.jpg
189,Hochfirst,/wiki/Hochfirst_(%C3%96tztal_Alps),3403,401,46.82666666666667,11.081111111111111,Ötztal Alps,II/A-16.I-A,N-Tyrol/S-Tyrol,AT/IT,1870,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Gaisbergferner_gletscher_%C3%B6tztal.jpg/280px-Gaisbergferner_gletscher_%C3%B6tztal.jpg
190,Rheinwaldhorn,/wiki/Rheinwaldhorn,3402,1337,46.493611111111115,9.040277777777778,Adula Alps,I/B-10.III-B,Graub./Ticino,CH,1789,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Rheinwaldhorn0001.jpg/285px-Rheinwaldhorn0001.jpg
191,Aiguille des Arias,/wiki/Aiguille_des_Arias,3402,432,44.89555555555555,6.174166666666667,Massif des Écrins,I/A-05.III-E,Isère,FR,1876,https:undefined
192,Fluchthorn,/wiki/Fluchthorn,3399,647,46.89083333333333,10.227500000000001,Silvretta,II/A-15.VI-A,N-Tyrol/Graub.,AT/CH,1861,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Fluchthorn_86.jpg/285px-Fluchthorn_86.jpg
193,Piz Calderas,/wiki/Piz_Calderas,3397,1085,46.53638888888889,9.695833333333333,Albula Alps,II/A-15.II-A,Graubünden,CH,1857,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Piz_Calderas.jpg/280px-Piz_Calderas.jpg
194,Großer Bärenkopf,/wiki/Gro%C3%9Fer_B%C3%A4renkopf,3396,302,47.130833333333335,12.731666666666667,Glockner Group,II/A-17.II-C,Salzburg,AT,1869,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/B%C3%A4renk%C3%B6pfe_und_Wiesbachhorn.jpg/282px-B%C3%A4renk%C3%B6pfe_und_Wiesbachhorn.jpg
195,Hohe Geige,/wiki/Hohe_Geige,3395,458,47.00472222222222,10.908611111111112,Ötztal Alps,II/A-16.I-C,North Tyrol,AT,1853,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Hohe_Geige_west_ridge_2.jpg/280px-Hohe_Geige_west_ridge_2.jpg
